,pais,comentario,longitud,entropia
639,Canada,Future of Facebook is dead it's not young anymore to many of the older generations are useing it Facebook used to be for high school students now it's just plain old.... it can't keep up Facebook is dead sorry to say it but it's true.,234,4.157388258318572
640,Australia,"Instagram used to be my favourite social media app, but now there are so many ads in my feed it's impossible to even see my own friends photos- please reduce the number of ads Instagram! They are frustrating and mostly completely irrelevant. I would even be happy to pay for an ad free version- it's that ridiculous.\n \n Also the way notifications are shown in groups now means I am constantly missing comments or likes from friends that I would usually reply to. It was much simpler and easy to see before.",508,4.262016620369785
641,United Kingdom,I have enjoyed working with Myfitnesspal ap and find it help to understand about food and why when trying to diet it can be very hard to stick to a plan thank you.,163,4.123477251661604
642,United States,"i will update my app, like any other person, and the update will not actually happen. most people i know have this new archive photos update and i do not. i'm not sure why. I don't know how to get it but i'm missing out.",220,4.147648763639112
643,India,"Frequent updates, Lot of app size (which includes data). Rest the app is running smoothly.",90,4.366195738309111
644,Singapore,Contact List GONE! \n Please bring back the contact list soonest,64,4.106352353126395
645,United States,"It always tells me there's an error, I really hope you guys can fix that asap .",79,4.030365287968527
646,India,Cant update my profile pic with this version,44,4.078274801974412
647,United Kingdom,"I thinkI like4like to use this app to get more followers so that i can promote my instagram account and I recommend this to anyone who wants to get out there as the followers will come as more likes happen ! The best likes app in the world they will allow you t this app is the best one ever all the other one u have to pay and all that stuff but ye,I love it u should get it now It works super",394,4.074497909964822
648,Hong Kong,ï¼Ÿ,3,1.584962500721156
649,Hong Kong,"Why we cannot select ig video NOT auto playing? So annoying, inconvenient and data concern!",91,4.119257749346594
650,United States,"My husband and I have been hiking, jogging and walking with our Blaze Fitbits. We're having so much fun challenging each other, and tracking our progress. For us, this was the best deal ever!!\n \n Judy",202,4.456901082859499
651,Hong Kong,Good,4,1.5
652,Canada,Captions have all disappeared. Combine that with the non-chronological feed and the images seem random and pointless without description of context. Massive fail.,162,4.201637329330104
653,Canada,The new update doesn't have the seen feature. It suckss ?,57,3.8911813675809737
654,Canada,"Would like to see a single button on the main screen to push as soon as police are seen, a more detailed description could still remain on the secondary screen. Other than this this is an exceptional driving tool.",213,3.9987906336604273
655,United Kingdom,The new update won't update? Weird...,37,3.9261035425110036
656,United States,"Every time I click on a link, the app will start a pop up saying I've won a free spin. It won't let me read or watch the videos. This is getting annoying. Please fix the problem.",178,4.282231923551965
657,India,Facebook lite*,14,3.52164063634332
658,India,Although its a daily app its a big hassle to download 250 mb apps as an update. Its a great app but the stars also matters \n Pls see that the size is way beyond and my other handsets have a update of almost 400 mbs \n Improve you guys otherwise peoples will not install the app. \n I am on the brink of deleting the app cause of its size.,339,4.189399318902078
659,United Kingdom,"K so basically I have a fan page that I wanted to change so when I wrote my bio all it was, was I love Ariana grande and an emoji it just said feedback required so I pressed tell us and said that's all I was putting and it didn't fix it or do anything so then I didn't do anything and I then wanted to change my profile pic to an edit of Ariana grande with a purple back ground and it said the same thing I really need to change it now so plz fix it because this fan page means loaaddsss to me Thankyou Erin",507,4.170489070736737
660,Australia,Makes profile pictures blurry when uploading! Crappy!!,54,4.301119104681656
661,Canada,"I have been using this app for a year as a free app and have achieved success: logging, losing and encouraging friends and family who also use the app. Today while I was recording my food entries I noticed an advertisement for McDonalds MCFlurry followed by the banner ad to go premium. I don't know if this is clever marketing to encourage me to disable ads. I imagine the paid articles from Quaker Oats and the like would still continue to appear on the front page. I will still use the app and I will still not pay for it.",525,4.287160713576148
662,South Africa,"I love the way you have integrated the security feature about the two phase log in into your application! I am for security and speed in everything l do, thank you very much now l will sleep well, but please as a suggestion make it have a built in password or code to open the messages not as an add on from other developers, thank you.",336,4.158804842265294
663,India,I have iPhone 4... I am unable to enjoy the video call option ... Please provide an update for iPhone 4 too,107,4.075522809681902
664,South Africa,"Please enable video download, so that if u have saved ur vids u can download them again and also make privacy settings to restrict others from downloading ur vids or let select vids downloadable!",195,4.111173379380205
665,United Kingdom,"I have the paid version of Tom Tom yet I use Waze because it not only tells you routes it does so much more. I just hope I always have waze and it grows strength to strength. My words cannot compliment it enough and Waze is amazing! Maps, route diversions, where traffic is heavy has route diversions, speed. Etc... try it and you will see what I mean.",352,4.298464900980972
666,Australia,Won't load. Freezes. Crashes. Rubbish.,38,4.14266435554885
667,United States,I really dislike how the news feed is now filled with people like other peoples profile pics or statuses. The people they interact with arent close to me so I shouldnt have my facebook filled with irrelevant stuff,213,4.0708280788422915
668,Hong Kong,Can't login\n Can't login\n Can't login\n Almost a week ?\n (HTTPS),67,4.133878564989098
669,Australia,Cmon mark Z surely your billions of $$$ doesn't require u to add video ads inside videos! I just watched a 4 minute video and within 3minutes I watched 2 15 second ads!!! Really???? U get enough advertisements! Leave them out of the videos!,240,4.420218293135162
670,India,Magnificent,11,3.0957952550009344
671,Australia,Annoying with all the we found this for you prompting a look through\n \n But good artwork for tattoo ideas,107,4.059247444289314
672,Hong Kong,,3,0.9182958340544896
